SysetID,Name,.obj paths,fileid,cloudpath,status,f1,f2,f3,f4,f5,f6
3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\9a447967a9fb5938bb3deb7fab7c9b7\models\model_normalized.obj,9a447967a9fb5938bb3deb7fab7c9b7,lamp_3636649_9a447967a9fb5938bb3deb7fab7c9b71_10000_2pc.ply,Cloud Generated,ConvertEEtoLE,ImportEE,ExportLE,,,
4090263,rifle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\d9eede71f6941a7c766069834b8696c7\models\model_normalized.obj,d9eede71f6941a7c766069834b8696c7,rifle_4090263_d9eede71f6941a7c766069834b8696c71_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,"ConvertCEtoKE,AE,TE",ImportHE,"ExportAE,TE"
3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\69a708be7245f4c9786e8e92cc08146\models\model_normalized.obj,69a708be7245f4c9786e8e92cc08146,lamp_3636649_69a708be7245f4c9786e8e92cc081461_10000_2pc.ply,Cloud Generated,ConvertEEtoLE,ImportEE,ExportLE,,,
3593526,jar,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03593526\9e8595c3bbb0a5d0ba5342d638d0c267\models\model_normalized.obj,9e8595c3bbb0a5d0ba5342d638d0c267,jar_3593526_9e8595c3bbb0a5d0ba5342d638d0c2671_10000_2pc.ply,Cloud Generated,StoreLiquid,ImportLiquid,ExportLiquid,StoreSolid,ImportSolid,ExportSolid
2808440,bathtub_bathing tub_bath_tub,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02808440\401637cb32f0eebb2b8489ea79093b09\models\model_normalized.obj,401637cb32f0eebb2b8489ea79093b09,bathtub_bathing tub_bath_tub_2808440_401637cb32f0eebb2b8489ea79093b091_10000_2pc.ply,Cloud Generated,StoreLiquid,ImportLiquid,ExportLiquid,StoreSolid,ImportSolid,ExportSolid
4090263,rifle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\8d3cc57dc7d9c24ff6099a039722df68\models\model_normalized.obj,8d3cc57dc7d9c24ff6099a039722df68,rifle_4090263_8d3cc57dc7d9c24ff6099a039722df681_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,"ConvertCEtoKE,AE,TE",ImportHE,"ExportAE,TE"
3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\c9c2e5fc4d00db3acd99cc18cb18bf34\models\model_normalized.obj,c9c2e5fc4d00db3acd99cc18cb18bf34,lamp_3636649_c9c2e5fc4d00db3acd99cc18cb18bf341_10000_2pc.ply,Cloud Generated,ConvertEEtoLE,ImportEE,ExportLE,,,
3991062,pot_flowerpot,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03991062\247237dea2ef00f444c183864792bc2b\models\model_normalized.obj,247237dea2ef00f444c183864792bc2b,pot_flowerpot_3991062_247237dea2ef00f444c183864792bc2b1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
2808440,bathtub_bathing tub_bath_tub,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02808440\30d2a4ee211c4383125fa9990176f0d5\models\model_normalized.obj,30d2a4ee211c4383125fa9990176f0d5,bathtub_bathing tub_bath_tub_2808440_30d2a4ee211c4383125fa9990176f0d51_10000_2pc.ply,Cloud Generated,StoreLiquid,ImportLiquid,ExportLiquid,StoreSolid,ImportSolid,ExportSolid
4090263,rifle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\afda81e011c79d183978e5bb605fb72d\models\model_normalized.obj,afda81e011c79d183978e5bb605fb72d,rifle_4090263_afda81e011c79d183978e5bb605fb72d1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,"ConvertCEtoKE,AE,TE",ImportHE,"ExportAE,TE"
4090263,rifle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\56a8f2d9908cb417609e2d916fa0da27\models\model_normalized.obj,56a8f2d9908cb417609e2d916fa0da27,rifle_4090263_56a8f2d9908cb417609e2d916fa0da271_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,"ConvertCEtoKE,AE,TE",ImportHE,"ExportAE,TE"
4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\2ccd286e8d5963199201f2703b45dd7\models\model_normalized.obj,2ccd286e8d5963199201f2703b45dd7,sofa_couch_lounge_4256520_2ccd286e8d5963199201f2703b45dd71_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\2fbf971de875a1277df50de84a56e505\models\model_normalized.obj,2fbf971de875a1277df50de84a56e505,sofa_couch_lounge_4256520_2fbf971de875a1277df50de84a56e5051_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
2871439,bookshelf,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02871439\d70d80e5855785a761b9fd1751b9fcb\models\model_normalized.obj,d70d80e5855785a761b9fd1751b9fcb,bookshelf_2871439_d70d80e5855785a761b9fd1751b9fcb1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
2876657,bottle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02876657\6b884893938943f70b5ecdc69e74dca\models\model_normalized.obj,6b884893938943f70b5ecdc69e74dca,bottle_2876657_6b884893938943f70b5ecdc69e74dca1_10000_2pc.ply,Cloud Generated,StoreLiquid,ImportLiquid,ExportLiquid,StoreGas,ImportGas,ExportGas
4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\c2d78f31b197e0bce2d881f085d6d86d\models\model_normalized.obj,c2d78f31b197e0bce2d881f085d6d86d,sofa_couch_lounge_4256520_c2d78f31b197e0bce2d881f085d6d86d1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\3550a44cffb1fe001acfe75c509b3399\models\model_normalized.obj,3550a44cffb1fe001acfe75c509b3399,sofa_couch_lounge_4256520_3550a44cffb1fe001acfe75c509b33991_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
2828884,bench,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02828884\82071d0daa90cc15ed98cca8f0ccd5f7\models\model_normalized.obj,82071d0daa90cc15ed98cca8f0ccd5f7,bench_2828884_82071d0daa90cc15ed98cca8f0ccd5f71_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\65711cb0e57123e037b2bb75885cfc44\models\model_normalized.obj,65711cb0e57123e037b2bb75885cfc44,sofa_couch_lounge_4256520_65711cb0e57123e037b2bb75885cfc441_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
2876657,bottle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02876657\32074e5642bad0e12c16495e79df12c1\models\model_normalized.obj,32074e5642bad0e12c16495e79df12c1,bottle_2876657_32074e5642bad0e12c16495e79df12c11_10000_2pc.ply,Cloud Generated,StoreLiquid,,,StoreGas,,
2828884,bench,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02828884\fc0486ec53630bdbd2b12aa6a0f050b3\models\model_normalized.obj,fc0486ec53630bdbd2b12aa6a0f050b3,bench_2828884_fc0486ec53630bdbd2b12aa6a0f050b31_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\e7287ee25156053773ab7b7128d466a2\models\model_normalized.obj,e7287ee25156053773ab7b7128d466a2,lamp_3636649_e7287ee25156053773ab7b7128d466a21_10000_2pc.ply,Cloud Generated,ConvertEEtoLE,ImportEE,ExportLE,,,
4090263,rifle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\5395c4dac8e66ab6543fc9b228fa4afd\models\model_normalized.obj,5395c4dac8e66ab6543fc9b228fa4afd,rifle_4090263_5395c4dac8e66ab6543fc9b228fa4afd1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,"ConvertCEtoKE,AE,TE",ImportHE,"ExportAE,TE"
2942699,camera_photographic camera,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02942699\3019eea689e5d9c1fb045022c5d3b1e2\models\model_normalized.obj,3019eea689e5d9c1fb045022c5d3b1e2,camera_photographic camera_2942699_3019eea689e5d9c1fb045022c5d3b1e21_10000_2pc.ply,Cloud Generated,ConvertLEtoCE,ImportLE,ExportCE,,,
4090263,rifle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\8f81c50e0b90f961b40a1b2ef5e0c995\models\model_normalized.obj,8f81c50e0b90f961b40a1b2ef5e0c995,rifle_4090263_8f81c50e0b90f961b40a1b2ef5e0c9951_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,"ConvertCEtoKE,AE,TE",ImportHE,"ExportAE,TE"
2942699,camera_photographic camera,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02942699\ec28a64bdf9501161bfbba8a5defb02\models\model_normalized.obj,ec28a64bdf9501161bfbba8a5defb02,camera_photographic camera_2942699_ec28a64bdf9501161bfbba8a5defb021_10000_2pc.ply,Cloud Generated,ConvertLEtoEE,ImportLE,ExportEE,,,
3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\ce798635ececbffd5ac3a75efa13522c\models\model_normalized.obj,ce798635ececbffd5ac3a75efa13522c,lamp_3636649_ce798635ececbffd5ac3a75efa13522c1_10000_2pc.ply,Cloud Generated,ConvertEEtoLE,ImportEE,ExportLE,,,
2747177,ashcan_trash can_garbage can_wastebin_ash bin_ash-bin_ashbin_dustbin_trash barrel_trash bin,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02747177\dddfd6b37ca28647167a483e22d2eb7a\models\model_normalized.obj,dddfd6b37ca28647167a483e22d2eb7a,ashcan_trash can_garbage can_wastebin_ash bin_ash-bin_ashbin_dustbin_trash barrel_trash bin_2747177_dddfd6b37ca28647167a483e22d2eb7a1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,StoreLiquid,ImportLiquid,ExportLiquid
3467517,guitar,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03467517\a31ef3a8c70b789b93f0194265a9746c\models\model_normalized.obj,a31ef3a8c70b789b93f0194265a9746c,guitar_3467517_a31ef3a8c70b789b93f0194265a9746c1_10000_2pc.ply,Cloud Generated,ConvertKEtoEE,ImportKE,ExportEE,ConvertKEtoAE,ImportKE,ExportAE
4090263,rifle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\b76f3783324a5f7b3018d2d3c13a7462\models\model_normalized.obj,b76f3783324a5f7b3018d2d3c13a7462,rifle_4090263_b76f3783324a5f7b3018d2d3c13a74621_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,"ConvertCEtoKE,AE,TE",ImportHE,"ExportAE,TE"
3593526,jar,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03593526\eaaa14d9fab71afa5b903ba10d2ec446\models\model_normalized.obj,eaaa14d9fab71afa5b903ba10d2ec446,jar_3593526_eaaa14d9fab71afa5b903ba10d2ec4461_10000_2pc.ply,Cloud Generated,StoreLiquid,ImportLiquid,ExportLiquid,StoreSolid,ImportSolid,ExportSolid
4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\ed394e35b999f69edb039d8689a74349\models\model_normalized.obj,ed394e35b999f69edb039d8689a74349,sofa_couch_lounge_4256520_ed394e35b999f69edb039d8689a743491_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\374fe2584abb594da094848ea4d06501\models\model_normalized.obj,374fe2584abb594da094848ea4d06501,sofa_couch_lounge_4256520_374fe2584abb594da094848ea4d065011_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\35c611ddda81b9941206ff076758ec85\models\model_normalized.obj,35c611ddda81b9941206ff076758ec85,sofa_couch_lounge_4256520_35c611ddda81b9941206ff076758ec851_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\3b34c3ac871a2d40593ebeeedbff73b\models\model_normalized.obj,3b34c3ac871a2d40593ebeeedbff73b,sofa_couch_lounge_4256520_3b34c3ac871a2d40593ebeeedbff73b1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
2871439,bookshelf,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02871439\dcd43c744d65d713c351d52e48bdbbe\models\model_normalized.obj,dcd43c744d65d713c351d52e48bdbbe,bookshelf_2871439_dcd43c744d65d713c351d52e48bdbbe1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
3467517,guitar,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03467517\ef4fd97b0605d39d3f1082c2ac460e88\models\model_normalized.obj,ef4fd97b0605d39d3f1082c2ac460e88,guitar_3467517_ef4fd97b0605d39d3f1082c2ac460e881_10000_2pc.ply,Cloud Generated,ConvertKEtoAE,ImportKE,ExportAE,,,
4090263,rifle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\479adb86f868044b82771a19d76c960b\models\model_normalized.obj,479adb86f868044b82771a19d76c960b,rifle_4090263_479adb86f868044b82771a19d76c960b1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,"ConvertCEtoKE,AE,TE",ImportHE,"ExportAE,TE"
3467517,guitar,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03467517\50647eda7b5aec4b1994831be6654b30\models\model_normalized.obj,50647eda7b5aec4b1994831be6654b30,guitar_3467517_50647eda7b5aec4b1994831be6654b301_10000_2pc.ply,Cloud Generated,ConvertKEtoEE,ImportKE,ExportEE,ConvertKEtoAE,ImportKE,ExportAE
3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\4dc9f86110ea40aaa570c6c691c987a8\models\model_normalized.obj,4dc9f86110ea40aaa570c6c691c987a8,lamp_3636649_4dc9f86110ea40aaa570c6c691c987a81_10000_2pc.ply,Cloud Generated,ConvertEEtoLE,ImportEE,ExportLE,,,
3467517,guitar,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03467517\2c2fc56385be92b493f0194265a9746c\models\model_normalized.obj,2c2fc56385be92b493f0194265a9746c,guitar_3467517_2c2fc56385be92b493f0194265a9746c1_10000_2pc.ply,Cloud Generated,ConvertKEtoEE,ImportKE,ExportEE,ConvertKEtoAE,ImportKE,ExportAE
2828884,bench,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02828884\f2390f9103195622ad5067eac75a07f7\models\model_normalized.obj,f2390f9103195622ad5067eac75a07f7,bench_2828884_f2390f9103195622ad5067eac75a07f71_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\71b7341f69f50e35e86c35c1c8efea2c\models\model_normalized.obj,71b7341f69f50e35e86c35c1c8efea2c,lamp_3636649_71b7341f69f50e35e86c35c1c8efea2c1_10000_2pc.ply,Cloud Generated,ConvertEEtoLE,ImportEE,ExportLE,,,
4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\95c1e7d85da0497fc1a61b0a501d38f\models\model_normalized.obj,95c1e7d85da0497fc1a61b0a501d38f,sofa_couch_lounge_4256520_95c1e7d85da0497fc1a61b0a501d38f1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
2808440,bathtub_bathing tub_bath_tub,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02808440\5b088060eeffc5723af30a3946d92feb\models\model_normalized.obj,5b088060eeffc5723af30a3946d92feb,bathtub_bathing tub_bath_tub_2808440_5b088060eeffc5723af30a3946d92feb1_10000_2pc.ply,Cloud Generated,StoreLiquid,ImportLiquid,ExportLiquid,StoreSolid,ImportSolid,ExportSolid
2880940,bowl,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02880940\4cf18594e8851a3d3a5e6305a3a7adee\models\model_normalized.obj,4cf18594e8851a3d3a5e6305a3a7adee,bowl_2880940_4cf18594e8851a3d3a5e6305a3a7adee1_10000_2pc.ply,Cloud Generated,,ImportLiquid,ExportLiquid,StoreSolid,ImportSolid,ExportSolid
2946921,can_tin_tin can,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02946921\59dc6215c5eeb1ee749d52b3e269018\models\model_normalized.obj,59dc6215c5eeb1ee749d52b3e269018,can_tin_tin can_2946921_59dc6215c5eeb1ee749d52b3e2690181_10000_2pc.ply,Cloud Generated,StoreLiquid,ImportLiquid,ExportLiquid,StoreGas,ImportGas,ExportGas
3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\6faa72d18f52d7172cd2160e449d45ae\models\model_normalized.obj,6faa72d18f52d7172cd2160e449d45ae,lamp_3636649_6faa72d18f52d7172cd2160e449d45ae1_10000_2pc.ply,Cloud Generated,ConvertEEtoLE,ImportEE,ExportLE,,,
3991062,pot_flowerpot,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03991062\28129ab65778341d2e18cb49f02ca304\models\model_normalized.obj,28129ab65778341d2e18cb49f02ca304,pot_flowerpot_3991062_28129ab65778341d2e18cb49f02ca3041_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
2747177,ashcan_trash can_garbage can_wastebin_ash bin_ash-bin_ashbin_dustbin_trash barrel_trash bin,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02747177\3b8ee522cf6c207063b2acb037dfbcde\models\model_normalized.obj,3b8ee522cf6c207063b2acb037dfbcde,ashcan_trash can_garbage can_wastebin_ash bin_ash-bin_ashbin_dustbin_trash barrel_trash bin_2747177_3b8ee522cf6c207063b2acb037dfbcde1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
3467517,guitar,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03467517\2e2d2d6dbb316502872341b062fa57a9\models\model_normalized.obj,2e2d2d6dbb316502872341b062fa57a9,guitar_3467517_2e2d2d6dbb316502872341b062fa57a91_10000_2pc.ply,Cloud Generated,ConvertKEtoEE,ImportKE,ExportEE,ConvertKEtoAE,ImportKE,ExportAE
3991062,pot_flowerpot,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03991062\c78c54d03c727cbfdb497067d6c15d08\models\model_normalized.obj,c78c54d03c727cbfdb497067d6c15d08,pot_flowerpot_3991062_c78c54d03c727cbfdb497067d6c15d081_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\717e503b3846d60ee8f8c11a24c52ebb\models\model_normalized.obj,717e503b3846d60ee8f8c11a24c52ebb,sofa_couch_lounge_4256520_717e503b3846d60ee8f8c11a24c52ebb1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\c78f6882973e616d2102429c788ba90\models\model_normalized.obj,c78f6882973e616d2102429c788ba90,lamp_3636649_c78f6882973e616d2102429c788ba901_10000_2pc.ply,Cloud Generated,ConvertEEtoLE,ImportEE,ExportLE,,,
2808440,bathtub_bathing tub_bath_tub,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02808440\f033e6bfaf0c41963321831d2245cf06\models\model_normalized.obj,f033e6bfaf0c41963321831d2245cf06,bathtub_bathing tub_bath_tub_2808440_f033e6bfaf0c41963321831d2245cf061_10000_2pc.ply,Cloud Generated,StoreLiquid,ImportLiquid,ExportLiquid,StoreSolid,ImportSolid,ExportSolid
4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\4fd35417e08ffd8597e11b0362ef2f51\models\model_normalized.obj,4fd35417e08ffd8597e11b0362ef2f51,sofa_couch_lounge_4256520_4fd35417e08ffd8597e11b0362ef2f511_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
2828884,bench,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02828884\f4a67224c61f79b1733ee41496c73429\models\model_normalized.obj,f4a67224c61f79b1733ee41496c73429,bench_2828884_f4a67224c61f79b1733ee41496c734291_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
2828884,bench,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02828884\71b9976c657291772d07d128adae16ff\models\model_normalized.obj,71b9976c657291772d07d128adae16ff,bench_2828884_71b9976c657291772d07d128adae16ff1_10000_2pc.ply,Cloud Generated,StoreSolid,ImportSolid,ExportSolid,,,
3593526,jar,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03593526\1d7868b4ad0913bf9f6b966b784c8347\models\model_normalized.obj,1d7868b4ad0913bf9f6b966b784c8347,jar_3593526_1d7868b4ad0913bf9f6b966b784c83471_10000_2pc.ply,Cloud Generated,StoreLiquid,ImportLiquid,ExportLiquid,StoreSolid,ImportSolid,ExportSolid
